  1    1
  2   -1
  3   -1
  4   -1
  5   -1
  6   -1
  7    1
  8    1
  9    1
 10   -7
 11   -8
 12   -9
 13   -7
 14   -9
 15   -8
 16    1
 17  -16
 18    1
 19    1
 20  -18
 21  -19
 22    1
 23  -22
 24    1
 25  -22
 26  -22
 27  -24
 28    1
 29    1
 30    1
 31  -16
 32  -16
 33  -18
 34  -19
 35  -18
 36  -19
 37  -22
 38  -22
 39  -24
 40  -22
 41  -22
 42  -24
 43  -28
 44  -29
 45  -30
 46  -16
 47  -16
 48  -18
 49  -19
 50  -18
 51  -19
 52  -22
 53  -22
 54  -24
 55  -22
 56  -22
 57  -24
 58  -28
 59  -29
 60  -30
 61  -16
 62  -16
 63  -18
 64  -19
 65  -18
 66  -19
 67  -29
 68  -28
 69  -30
 70  -16
 71  -16
 72  -18
 73  -19
 74  -18
 75  -19
 76  -29
 77  -28
 78  -30
 79  -16
 80  -16
 81  -18
 82  -19
 83  -18
 84  -19
 85  -29
 86  -28
 87  -30
 88    1
 89    1
 90  -88
 91  -89
 92    1
 93  -92
 94  -88
 95  -89
 96  -88
 97  -89
 98  -92
 99  -92
100  -88
101  -89
102  -88
103  -89
104  -92
105  -92
